"RegionName","City","HousingType","Time","Value"
"Hollywood Hills","Los Angeles","All Homes",2010-02-01,NA
"Clinton","New York","All Homes",2010-02-01,NA
"Financial District","New York","All Homes",2010-02-01,NA
"Flatiron District","New York","All Homes",2010-02-01,NA
"West Village","New York","All Homes",2010-02-01,NA
"Pacific Palisades","Los Angeles","All Homes",2010-02-01,NA
"Porter Ranch","Los Angeles","All Homes",2010-02-01,NA
"Columbus Circle","New York","All Homes",2010-02-01,NA
"Sutton Place","New York","All Homes",2010-02-01,NA
"South of Market","San Francisco","All Homes",2010-02-01,NA
"Turtle Bay","New York","All Homes",2010-02-01,NA
"Midtown","New York","All Homes",2010-02-01,NA
"Tribeca","New York","All Homes",2010-02-01,NA
"Spuyten Duyvil","New York","All Homes",2010-02-01,NA
"Tudor City","New York","All Homes",2010-02-01,NA
"Battery Park","New York","All Homes",2010-02-01,NA
"South Beach","San Francisco","All Homes",2010-02-01,NA
"Hunters Point","New York","All Homes",2010-02-01,NA
"Murray Hill","New York","All Homes",2010-02-01,NA
"Downtown","New York","All Homes",2010-02-01,NA
"Belltown","Seattle","All Homes",2010-02-01,NA
"Upper West Side","New York","Condominium",2010-02-01,NA
"Astoria","New York","Condominium",2010-02-01,NA
"Hollywood","Los Angeles","Condominium",2010-02-01,NA
"Williamsburg","New York","Condominium",2010-02-01,NA
"Harlem","New York","Condominium",2010-02-01,NA
"East Harlem","New York","Condominium",2010-02-01,NA
"Flushing","New York","Condominium",2010-02-01,NA
"Westwood","Los Angeles","Condominium",2010-02-01,NA
"Gramercy","New York","Condominium",2010-02-01,NA
"Chelsea","New York","Condominium",2010-02-01,NA
"Venice","Los Angeles","Condominium",2010-02-01,NA
"Sawtelle","Los Angeles","Condominium",2010-02-01,NA
"Downtown","Los Angeles","Condominium",2010-02-01,NA
"Brentwood","Los Angeles","Condominium",2010-02-01,NA
"Clinton","New York","Condominium",2010-02-01,NA
"Financial District","New York","Condominium",2010-02-01,NA
"Flatiron District","New York","Condominium",2010-02-01,NA
"West Village","New York","Condominium",2010-02-01,NA
"Columbus Circle","New York","Condominium",2010-02-01,NA
"Sutton Place","New York","Condominium",2010-02-01,NA
"South of Market","San Francisco","Condominium",2010-02-01,NA
"Turtle Bay","New York","Condominium",2010-02-01,NA
"Midtown","New York","Condominium",2010-02-01,NA
"Tribeca","New York","Condominium",2010-02-01,NA
"Tudor City","New York","Condominium",2010-02-01,NA
"Battery Park","New York","Condominium",2010-02-01,NA
"South Beach","San Francisco","Condominium",2010-02-01,NA
"Hunters Point","New York","Condominium",2010-02-01,NA
"Murray Hill","New York","Condominium",2010-02-01,NA
"Belltown","Seattle","Condominium",2010-02-01,NA
"Upper West Side","New York","Single Family Residence",2010-02-01,NA
"Sherman Oaks","Los Angeles","Single Family Residence",2010-02-01,NA
"Astoria","New York","Single Family Residence",2010-02-01,NA
"East Harlem","New York","Single Family Residence",2010-02-01,NA
"Gramercy","New York","Single Family Residence",2010-02-01,NA
"Woodland Hills","Los Angeles","Single Family Residence",2010-02-01,NA
"Encino","Los Angeles","Single Family Residence",2010-02-01,NA
"West Hills","Los Angeles","Single Family Residence",2010-02-01,NA
"Hollywood Hills","Los Angeles","Single Family Residence",2010-02-01,NA
"Financial District","New York","Single Family Residence",2010-02-01,NA
"Pacific Palisades","Los Angeles","Single Family Residence",2010-02-01,NA
"Columbus Circle","New York","Single Family Residence",2010-02-01,NA
"Midtown","New York","Single Family Residence",2010-02-01,NA
"Hunters Point","New York","Single Family Residence",2010-02-01,NA
"Upper West Side","New York","1 Bedroom",2010-03-01,NA
"Hollywood","Los Angeles","1 Bedroom",2010-03-01,NA
"Harlem","New York","1 Bedroom",2010-03-01,NA
"East Harlem","New York","1 Bedroom",2010-03-01,NA
"Westlake","Los Angeles","1 Bedroom",2010-03-01,NA
"Forest Hills","New York","1 Bedroom",2010-03-01,NA
"Westwood","Los Angeles","1 Bedroom",2010-03-01,NA
"Gramercy","New York","1 Bedroom",2010-03-01,NA
"Chelsea","New York","1 Bedroom",2010-03-01,NA
"Woodland Hills","Los Angeles","1 Bedroom",2010-03-01,NA
"Palms","Los Angeles","1 Bedroom",2010-03-01,NA
"Rego Park","New York","1 Bedroom",2010-03-01,NA
"Downtown","Los Angeles","1 Bedroom",2010-03-01,NA
"Capitol Hill","Seattle","1 Bedroom",2010-03-01,NA
"Clinton","New York","1 Bedroom",2010-03-01,NA
"Financial District","New York","1 Bedroom",2010-03-01,NA
"Flatiron District","New York","1 Bedroom",2010-03-01,NA
"Columbus Circle","New York","1 Bedroom",2010-03-01,NA
"Sutton Place","New York","1 Bedroom",2010-03-01,NA
"South of Market","San Francisco","1 Bedroom",2010-03-01,NA
"Midtown","New York","1 Bedroom",2010-03-01,NA
"Tribeca","New York","1 Bedroom",2010-03-01,NA
"Spuyten Duyvil","New York","1 Bedroom",2010-03-01,NA
"Tudor City","New York","1 Bedroom",2010-03-01,NA
"Battery Park","New York","1 Bedroom",2010-03-01,NA
"South Beach","San Francisco","1 Bedroom",2010-03-01,NA
"First Hill","Seattle","1 Bedroom",2010-03-01,NA
"Hunters Point","New York","1 Bedroom",2010-03-01,NA
"Belltown","Seattle","1 Bedroom",2010-03-01,NA
"Ballard","Seattle","1 Bedroom",2010-03-01,NA
"Uptown","Seattle","1 Bedroom",2010-03-01,NA
"Denny Triangle","Seattle","1 Bedroom",2010-03-01,NA
"South Lake Union","Seattle","1 Bedroom",2010-03-01,NA
"Upper West Side","New York","2 Bedroom",2010-03-01,NA
"Sherman Oaks","Los Angeles","2 Bedroom",2010-03-01,NA
"Hollywood","Los Angeles","2 Bedroom",2010-03-01,NA
"North Hollywood","Los Angeles","2 Bedroom",2010-03-01,NA
"Koreatown","Los Angeles","2 Bedroom",2010-03-01,NA
"San Pedro","Los Angeles","2 Bedroom",2010-03-01,NA
"Forest Hills","New York","2 Bedroom",2010-03-01,NA
"Westwood","Los Angeles","2 Bedroom",2010-03-01,NA
"Gramercy","New York","2 Bedroom",2010-03-01,NA
"Chelsea","New York","2 Bedroom",2010-03-01,NA
"Woodland Hills","Los Angeles","2 Bedroom",2010-03-01,NA
"Palms","Los Angeles","2 Bedroom",2010-03-01,NA
"Mid City West","Los Angeles","2 Bedroom",2010-03-01,NA
"Studio City","Los Angeles","2 Bedroom",2010-03-01,NA
"Del Rey","Los Angeles","2 Bedroom",2010-03-01,NA
"Venice","Los Angeles","2 Bedroom",2010-03-01,NA
"Sawtelle","Los Angeles","2 Bedroom",2010-03-01,NA
"Downtown","Los Angeles","2 Bedroom",2010-03-01,NA
"Brentwood","Los Angeles","2 Bedroom",2010-03-01,NA
"Capitol Hill","Seattle","2 Bedroom",2010-03-01,NA
"Financial District","New York","2 Bedroom",2010-03-01,NA
"Flatiron District","New York","2 Bedroom",2010-03-01,NA
"Columbus Circle","New York","2 Bedroom",2010-03-01,NA
"South of Market","San Francisco","2 Bedroom",2010-03-01,NA
"Midtown","New York","2 Bedroom",2010-03-01,NA
"Tribeca","New York","2 Bedroom",2010-03-01,NA
"Tudor City","New York","2 Bedroom",2010-03-01,NA
"Battery Park","New York","2 Bedroom",2010-03-01,NA
"South Beach","San Francisco","2 Bedroom",2010-03-01,NA
"Hunters Point","New York","2 Bedroom",2010-03-01,NA
"Upper West Side","New York","3 Bedroom",2010-03-01,NA
"Sherman Oaks","Los Angeles","3 Bedroom",2010-03-01,NA
"Gramercy","New York","3 Bedroom",2010-03-01,NA
"Bath Beach","New York","3 Bedroom",2010-03-01,NA
"Woodland Hills","Los Angeles","3 Bedroom",2010-03-01,NA
"Upper West Side","New York","All Homes",2010-03-01,NA
"Sherman Oaks","Los Angeles","All Homes",2010-03-01,NA
"Astoria","New York","All Homes",2010-03-01,NA
"Hollywood","Los Angeles","All Homes",2010-03-01,NA
"Harlem","New York","All Homes",2010-03-01,NA
"East Harlem","New York","All Homes",2010-03-01,NA
"Mid City","Los Angeles","All Homes",2010-03-01,NA
"Flushing","New York","All Homes",2010-03-01,NA
"Northridge","Los Angeles","All Homes",2010-03-01,NA
"San Pedro","Los Angeles","All Homes",2010-03-01,NA
"Forest Hills","New York","All Homes",2010-03-01,NA
"Westwood","Los Angeles","All Homes",2010-03-01,NA
"Gramercy","New York","All Homes",2010-03-01,NA
"Chelsea","New York","All Homes",2010-03-01,NA
"Woodland Hills","Los Angeles","All Homes",2010-03-01,NA
"Mid City West","Los Angeles","All Homes",2010-03-01,NA
"Encino","Los Angeles","All Homes",2010-03-01,NA
"Tarzana","Los Angeles","All Homes",2010-03-01,NA
"Studio City","Los Angeles","All Homes",2010-03-01,NA
"Del Rey","Los Angeles","All Homes",2010-03-01,NA
"West Hills","Los Angeles","All Homes",2010-03-01,NA
"Venice","Los Angeles","All Homes",2010-03-01,NA
"Sawtelle","Los Angeles","All Homes",2010-03-01,NA
"Downtown","Los Angeles","All Homes",2010-03-01,NA
"Brentwood","Los Angeles","All Homes",2010-03-01,NA
"Capitol Hill","Seattle","All Homes",2010-03-01,NA
"Hollywood Hills","Los Angeles","All Homes",2010-03-01,NA
"Clinton","New York","All Homes",2010-03-01,NA
"Financial District","New York","All Homes",2010-03-01,NA
"Flatiron District","New York","All Homes",2010-03-01,NA
"West Village","New York","All Homes",2010-03-01,NA
"Pacific Palisades","Los Angeles","All Homes",2010-03-01,NA
"Porter Ranch","Los Angeles","All Homes",2010-03-01,NA
"Columbus Circle","New York","All Homes",2010-03-01,NA
"Sutton Place","New York","All Homes",2010-03-01,NA
"South of Market","San Francisco","All Homes",2010-03-01,NA
"Turtle Bay","New York","All Homes",2010-03-01,NA
"Midtown","New York","All Homes",2010-03-01,NA
"Tribeca","New York","All Homes",2010-03-01,NA
"Spuyten Duyvil","New York","All Homes",2010-03-01,NA
"Tudor City","New York","All Homes",2010-03-01,NA
"Battery Park","New York","All Homes",2010-03-01,NA
"South Beach","San Francisco","All Homes",2010-03-01,NA
"Hunters Point","New York","All Homes",2010-03-01,NA
"Murray Hill","New York","All Homes",2010-03-01,NA
"Downtown","New York","All Homes",2010-03-01,NA
"Belltown","Seattle","All Homes",2010-03-01,NA
"Upper West Side","New York","Condominium",2010-03-01,NA
"Astoria","New York","Condominium",2010-03-01,NA
"Hollywood","Los Angeles","Condominium",2010-03-01,NA
"Williamsburg","New York","Condominium",2010-03-01,NA
"Harlem","New York","Condominium",2010-03-01,NA
"East Harlem","New York","Condominium",2010-03-01,NA
"Flushing","New York","Condominium",2010-03-01,NA
"Westwood","Los Angeles","Condominium",2010-03-01,NA
"Gramercy","New York","Condominium",2010-03-01,NA
"Chelsea","New York","Condominium",2010-03-01,NA
"Venice","Los Angeles","Condominium",2010-03-01,NA
"Sawtelle","Los Angeles","Condominium",2010-03-01,NA
"Downtown","Los Angeles","Condominium",2010-03-01,NA
"Brentwood","Los Angeles","Condominium",2010-03-01,NA
"Clinton","New York","Condominium",2010-03-01,NA
"Financial District","New York","Condominium",2010-03-01,NA
"Flatiron District","New York","Condominium",2010-03-01,NA
"West Village","New York","Condominium",2010-03-01,NA
"Columbus Circle","New York","Condominium",2010-03-01,NA
"Sutton Place","New York","Condominium",2010-03-01,NA
"South of Market","San Francisco","Condominium",2010-03-01,NA
"Turtle Bay","New York","Condominium",2010-03-01,NA
"Midtown","New York","Condominium",2010-03-01,NA
"Tribeca","New York","Condominium",2010-03-01,NA
"Tudor City","New York","Condominium",2010-03-01,NA
"Battery Park","New York","Condominium",2010-03-01,NA
"South Beach","San Francisco","Condominium",2010-03-01,NA
"Hunters Point","New York","Condominium",2010-03-01,NA
"Murray Hill","New York","Condominium",2010-03-01,NA
"Belltown","Seattle","Condominium",2010-03-01,NA
"Upper West Side","New York","Single Family Residence",2010-03-01,NA
"Sherman Oaks","Los Angeles","Single Family Residence",2010-03-01,NA
"Astoria","New York","Single Family Residence",2010-03-01,NA
"East Harlem","New York","Single Family Residence",2010-03-01,NA
"Gramercy","New York","Single Family Residence",2010-03-01,NA
"Woodland Hills","Los Angeles","Single Family Residence",2010-03-01,NA
"Encino","Los Angeles","Single Family Residence",2010-03-01,NA
"West Hills","Los Angeles","Single Family Residence",2010-03-01,NA
"Hollywood Hills","Los Angeles","Single Family Residence",2010-03-01,NA
"Financial District","New York","Single Family Residence",2010-03-01,NA
"Pacific Palisades","Los Angeles","Single Family Residence",2010-03-01,NA
"Columbus Circle","New York","Single Family Residence",2010-03-01,NA
"Midtown","New York","Single Family Residence",2010-03-01,NA
"Hunters Point","New York","Single Family Residence",2010-03-01,NA
"Upper West Side","New York","1 Bedroom",2010-04-01,NA
"Hollywood","Los Angeles","1 Bedroom",2010-04-01,NA
"Harlem","New York","1 Bedroom",2010-04-01,NA
"East Harlem","New York","1 Bedroom",2010-04-01,NA
"Westlake","Los Angeles","1 Bedroom",2010-04-01,NA
"Forest Hills","New York","1 Bedroom",2010-04-01,NA
"Westwood","Los Angeles","1 Bedroom",2010-04-01,NA
"Gramercy","New York","1 Bedroom",2010-04-01,NA
"Chelsea","New York","1 Bedroom",2010-04-01,NA
"Woodland Hills","Los Angeles","1 Bedroom",2010-04-01,NA
"Palms","Los Angeles","1 Bedroom",2010-04-01,NA
"Rego Park","New York","1 Bedroom",2010-04-01,NA
"Downtown","Los Angeles","1 Bedroom",2010-04-01,NA
"Capitol Hill","Seattle","1 Bedroom",2010-04-01,NA
"Clinton","New York","1 Bedroom",2010-04-01,NA
"Financial District","New York","1 Bedroom",2010-04-01,NA
"Flatiron District","New York","1 Bedroom",2010-04-01,NA
"Columbus Circle","New York","1 Bedroom",2010-04-01,NA
"Sutton Place","New York","1 Bedroom",2010-04-01,NA
"South of Market","San Francisco","1 Bedroom",2010-04-01,NA
"Midtown","New York","1 Bedroom",2010-04-01,NA
"Tribeca","New York","1 Bedroom",2010-04-01,NA
"Spuyten Duyvil","New York","1 Bedroom",2010-04-01,NA
"Tudor City","New York","1 Bedroom",2010-04-01,NA
"Battery Park","New York","1 Bedroom",2010-04-01,NA
"South Beach","San Francisco","1 Bedroom",2010-04-01,NA
"First Hill","Seattle","1 Bedroom",2010-04-01,NA
"Hunters Point","New York","1 Bedroom",2010-04-01,NA
"Belltown","Seattle","1 Bedroom",2010-04-01,NA
"Ballard","Seattle","1 Bedroom",2010-04-01,NA
"Uptown","Seattle","1 Bedroom",2010-04-01,NA
"Denny Triangle","Seattle","1 Bedroom",2010-04-01,NA
"South Lake Union","Seattle","1 Bedroom",2010-04-01,NA
"Upper West Side","New York","2 Bedroom",2010-04-01,NA
"Sherman Oaks","Los Angeles","2 Bedroom",2010-04-01,NA
"Hollywood","Los Angeles","2 Bedroom",2010-04-01,NA
"North Hollywood","Los Angeles","2 Bedroom",2010-04-01,NA
"Koreatown","Los Angeles","2 Bedroom",2010-04-01,NA
"San Pedro","Los Angeles","2 Bedroom",2010-04-01,NA
"Forest Hills","New York","2 Bedroom",2010-04-01,NA
"Westwood","Los Angeles","2 Bedroom",2010-04-01,NA
"Gramercy","New York","2 Bedroom",2010-04-01,NA
"Chelsea","New York","2 Bedroom",2010-04-01,NA
"Woodland Hills","Los Angeles","2 Bedroom",2010-04-01,NA
"Palms","Los Angeles","2 Bedroom",2010-04-01,NA
"Mid City West","Los Angeles","2 Bedroom",2010-04-01,NA
"Studio City","Los Angeles","2 Bedroom",2010-04-01,NA
"Del Rey","Los Angeles","2 Bedroom",2010-04-01,NA
"Venice","Los Angeles","2 Bedroom",2010-04-01,NA
"Sawtelle","Los Angeles","2 Bedroom",2010-04-01,NA
"Downtown","Los Angeles","2 Bedroom",2010-04-01,NA
"Brentwood","Los Angeles","2 Bedroom",2010-04-01,NA
"Capitol Hill","Seattle","2 Bedroom",2010-04-01,NA
"Financial District","New York","2 Bedroom",2010-04-01,NA
"Flatiron District","New York","2 Bedroom",2010-04-01,NA
"Columbus Circle","New York","2 Bedroom",2010-04-01,NA
"South of Market","San Francisco","2 Bedroom",2010-04-01,NA
"Midtown","New York","2 Bedroom",2010-04-01,NA
"Tribeca","New York","2 Bedroom",2010-04-01,NA
"Tudor City","New York","2 Bedroom",2010-04-01,NA
"Battery Park","New York","2 Bedroom",2010-04-01,NA
"South Beach","San Francisco","2 Bedroom",2010-04-01,NA
"Hunters Point","New York","2 Bedroom",2010-04-01,NA
"Upper West Side","New York","3 Bedroom",2010-04-01,NA
"Sherman Oaks","Los Angeles","3 Bedroom",2010-04-01,NA
"Gramercy","New York","3 Bedroom",2010-04-01,NA
"Bath Beach","New York","3 Bedroom",2010-04-01,NA
"Woodland Hills","Los Angeles","3 Bedroom",2010-04-01,NA
"Upper West Side","New York","All Homes",2010-04-01,NA
"Sherman Oaks","Los Angeles","All Homes",2010-04-01,NA
"Astoria","New York","All Homes",2010-04-01,NA
"Hollywood","Los Angeles","All Homes",2010-04-01,NA
"Harlem","New York","All Homes",2010-04-01,NA
"East Harlem","New York","All Homes",2010-04-01,NA
"Mid City","Los Angeles","All Homes",2010-04-01,NA
"Flushing","New York","All Homes",2010-04-01,NA
"Northridge","Los Angeles","All Homes",2010-04-01,NA
"San Pedro","Los Angeles","All Homes",2010-04-01,NA
"Forest Hills","New York","All Homes",2010-04-01,NA
"Westwood","Los Angeles","All Homes",2010-04-01,NA
"Gramercy","New York","All Homes",2010-04-01,NA
"Chelsea","New York","All Homes",2010-04-01,NA
"Woodland Hills","Los Angeles","All Homes",2010-04-01,NA
"Mid City West","Los Angeles","All Homes",2010-04-01,NA
"Encino","Los Angeles","All Homes",2010-04-01,NA
"Tarzana","Los Angeles","All Homes",2010-04-01,NA
"Studio City","Los Angeles","All Homes",2010-04-01,NA
"Del Rey","Los Angeles","All Homes",2010-04-01,NA
"West Hills","Los Angeles","All Homes",2010-04-01,NA
"Venice","Los Angeles","All Homes",2010-04-01,NA
"Sawtelle","Los Angeles","All Homes",2010-04-01,NA
"Downtown","Los Angeles","All Homes",2010-04-01,NA
"Brentwood","Los Angeles","All Homes",2010-04-01,NA
"Capitol Hill","Seattle","All Homes",2010-04-01,NA
"Hollywood Hills","Los Angeles","All Homes",2010-04-01,NA
"Clinton","New York","All Homes",2010-04-01,NA
"Financial District","New York","All Homes",2010-04-01,NA
"Flatiron District","New York","All Homes",2010-04-01,NA
"West Village","New York","All Homes",2010-04-01,NA
"Pacific Palisades","Los Angeles","All Homes",2010-04-01,NA
"Porter Ranch","Los Angeles","All Homes",2010-04-01,NA
"Columbus Circle","New York","All Homes",2010-04-01,NA
"Sutton Place","New York","All Homes",2010-04-01,NA
"South of Market","San Francisco","All Homes",2010-04-01,NA
"Turtle Bay","New York","All Homes",2010-04-01,NA
"Midtown","New York","All Homes",2010-04-01,NA
"Tribeca","New York","All Homes",2010-04-01,NA
"Spuyten Duyvil","New York","All Homes",2010-04-01,NA
"Tudor City","New York","All Homes",2010-04-01,NA
"Battery Park","New York","All Homes",2010-04-01,NA
"South Beach","San Francisco","All Homes",2010-04-01,NA
"Hunters Point","New York","All Homes",2010-04-01,NA
"Murray Hill","New York","All Homes",2010-04-01,NA
"Downtown","New York","All Homes",2010-04-01,NA
"Belltown","Seattle","All Homes",2010-04-01,NA
"Upper West Side","New York","Condominium",2010-04-01,NA
"Astoria","New York","Condominium",2010-04-01,NA
"Hollywood","Los Angeles","Condominium",2010-04-01,NA
"Williamsburg","New York","Condominium",2010-04-01,NA
"Harlem","New York","Condominium",2010-04-01,NA
"East Harlem","New York","Condominium",2010-04-01,NA
"Flushing","New York","Condominium",2010-04-01,NA
"Westwood","Los Angeles","Condominium",2010-04-01,NA
"Gramercy","New York","Condominium",2010-04-01,NA
"Chelsea","New York","Condominium",2010-04-01,NA
"Venice","Los Angeles","Condominium",2010-04-01,NA
"Sawtelle","Los Angeles","Condominium",2010-04-01,NA
"Downtown","Los Angeles","Condominium",2010-04-01,NA
"Brentwood","Los Angeles","Condominium",2010-04-01,NA
"Clinton","New York","Condominium",2010-04-01,NA
"Financial District","New York","Condominium",2010-04-01,NA
"Flatiron District","New York","Condominium",2010-04-01,NA
"West Village","New York","Condominium",2010-04-01,NA
"Columbus Circle","New York","Condominium",2010-04-01,NA
"Sutton Place","New York","Condominium",2010-04-01,NA
"South of Market","San Francisco","Condominium",2010-04-01,NA
"Turtle Bay","New York","Condominium",2010-04-01,NA
"Midtown","New York","Condominium",2010-04-01,NA
"Tribeca","New York","Condominium",2010-04-01,NA
"Tudor City","New York","Condominium",2010-04-01,NA
"Battery Park","New York","Condominium",2010-04-01,NA
"South Beach","San Francisco","Condominium",2010-04-01,NA
"Hunters Point","New York","Condominium",2010-04-01,NA
"Murray Hill","New York","Condominium",2010-04-01,NA
"Belltown","Seattle","Condominium",2010-04-01,NA
"Upper West Side","New York","Single Family Residence",2010-04-01,NA
"Sherman Oaks","Los Angeles","Single Family Residence",2010-04-01,NA
"Astoria","New York","Single Family Residence",2010-04-01,NA
"East Harlem","New York","Single Family Residence",2010-04-01,NA
"Gramercy","New York","Single Family Residence",2010-04-01,NA
"Woodland Hills","Los Angeles","Single Family Residence",2010-04-01,NA
"Encino","Los Angeles","Single Family Residence",2010-04-01,NA
"West Hills","Los Angeles","Single Family Residence",2010-04-01,NA
"Hollywood Hills","Los Angeles","Single Family Residence",2010-04-01,NA
"Financial District","New York","Single Family Residence",2010-04-01,NA
"Pacific Palisades","Los Angeles","Single Family Residence",2010-04-01,NA
"Columbus Circle","New York","Single Family Residence",2010-04-01,NA
"Midtown","New York","Single Family Residence",2010-04-01,NA
"Hunters Point","New York","Single Family Residence",2010-04-01,NA
"Upper West Side","New York","1 Bedroom",2010-05-01,NA
"Hollywood","Los Angeles","1 Bedroom",2010-05-01,NA
"Harlem","New York","1 Bedroom",2010-05-01,NA
"East Harlem","New York","1 Bedroom",2010-05-01,NA
"Westlake","Los Angeles","1 Bedroom",2010-05-01,NA
"Forest Hills","New York","1 Bedroom",2010-05-01,NA
"Westwood","Los Angeles","1 Bedroom",2010-05-01,NA
"Gramercy","New York","1 Bedroom",2010-05-01,NA
"Chelsea","New York","1 Bedroom",2010-05-01,NA
"Woodland Hills","Los Angeles","1 Bedroom",2010-05-01,NA
"Palms","Los Angeles","1 Bedroom",2010-05-01,NA
"Rego Park","New York","1 Bedroom",2010-05-01,NA
"Downtown","Los Angeles","1 Bedroom",2010-05-01,NA
